strain_entity_id,outer_fold,embedding_row
STRAIN_000002,1,0
STRAIN_000025,1,1
STRAIN_000035,1,2
STRAIN_000036,1,3
STRAIN_000037,1,4
STRAIN_000038,1,5
STRAIN_000039,1,6
STRAIN_000040,1,7
STRAIN_000041,1,8
STRAIN_000042,1,9
STRAIN_000060,1,10
STRAIN_000066,1,11
STRAIN_000092,1,12
STRAIN_000140,1,13
STRAIN_000159,1,14
STRAIN_000162,1,15
STRAIN_000199,1,16
STRAIN_000214,1,17
STRAIN_000233,1,18
STRAIN_000241,1,19
STRAIN_000245,1,20
STRAIN_000260,1,21
STRAIN_000292,1,22
STRAIN_000301,1,23
STRAIN_000302,1,24
STRAIN_000318,1,25
STRAIN_000325,1,26
STRAIN_000330,1,27
STRAIN_000336,1,28
STRAIN_000337,1,29
STRAIN_000340,1,30
STRAIN_000362,1,31
STRAIN_000363,1,32
STRAIN_000369,1,33
STRAIN_000372,1,34
STRAIN_000374,1,35
STRAIN_000376,1,36
STRAIN_000378,1,37
STRAIN_000385,1,38
STRAIN_000390,1,39
STRAIN_000396,1,40
STRAIN_000397,1,41
STRAIN_000399,1,42
STRAIN_000400,1,43
STRAIN_000404,1,44
STRAIN_000405,1,45
STRAIN_000409,1,46
STRAIN_000416,1,47
STRAIN_000418,1,48
STRAIN_000424,1,49
STRAIN_000427,1,50
STRAIN_000432,1,51
STRAIN_000434,1,52
STRAIN_000435,1,53
STRAIN_000436,1,54
STRAIN_000437,1,55
STRAIN_000438,1,56
STRAIN_000440,1,57
STRAIN_000448,1,58
STRAIN_000451,1,59
STRAIN_000454,1,60
STRAIN_000479,1,61
STRAIN_000480,1,62
STRAIN_000490,1,63
STRAIN_000492,1,64
STRAIN_000496,1,65
STRAIN_000501,1,66
STRAIN_000508,1,67
STRAIN_000511,1,68
STRAIN_000514,1,69
STRAIN_000535,1,70
STRAIN_000537,1,71
STRAIN_000541,1,72
STRAIN_000544,1,73
STRAIN_000546,1,74
STRAIN_000547,1,75
STRAIN_000548,1,76
STRAIN_000550,1,77
STRAIN_000558,1,78
STRAIN_000562,1,79
STRAIN_000568,1,80
STRAIN_000570,1,81
STRAIN_000571,1,82
STRAIN_000573,1,83
STRAIN_000574,1,84
STRAIN_000577,1,85
STRAIN_000578,1,86
STRAIN_000579,1,87
STRAIN_000582,1,88
STRAIN_000583,1,89
STRAIN_000584,1,90
STRAIN_000586,1,91
STRAIN_000588,1,92
STRAIN_000591,1,93
STRAIN_000594,1,94
STRAIN_000598,1,95
STRAIN_000603,1,96
STRAIN_000605,1,97
STRAIN_000606,1,98
STRAIN_000607,1,99
STRAIN_000608,1,100
STRAIN_000609,1,101
STRAIN_000611,1,102
STRAIN_000612,1,103
STRAIN_000613,1,104
STRAIN_000617,1,105
STRAIN_000618,1,106
STRAIN_000619,1,107
STRAIN_000620,1,108
STRAIN_000621,1,109
STRAIN_000623,1,110
STRAIN_000630,1,111
STRAIN_000632,1,112
STRAIN_000644,1,113
STRAIN_000646,1,114
STRAIN_000656,1,115
STRAIN_000661,1,116
STRAIN_000664,1,117
STRAIN_000667,1,118
STRAIN_000669,1,119
STRAIN_000674,1,120
STRAIN_000675,1,121
STRAIN_000682,1,122
STRAIN_000683,1,123
STRAIN_000685,1,124
STRAIN_000690,1,125
STRAIN_000691,1,126
STRAIN_000694,1,127
STRAIN_000701,1,128
STRAIN_000703,1,129
STRAIN_000704,1,130
STRAIN_000710,1,131
STRAIN_000712,1,132
STRAIN_000713,1,133
STRAIN_000716,1,134
STRAIN_000718,1,135
STRAIN_000722,1,136
STRAIN_000727,1,137
STRAIN_000730,1,138
STRAIN_000734,1,139
STRAIN_000741,1,140
STRAIN_000753,1,141
STRAIN_000755,1,142
STRAIN_000760,1,143
STRAIN_000768,1,144
STRAIN_000782,1,145
STRAIN_000785,1,146
STRAIN_000789,1,147
STRAIN_000790,1,148
STRAIN_000791,1,149
STRAIN_000792,1,150
STRAIN_000793,1,151
STRAIN_000796,1,152
STRAIN_000797,1,153
STRAIN_000802,1,154
STRAIN_000803,1,155
STRAIN_000817,1,156
STRAIN_000818,1,157
STRAIN_000828,1,158
STRAIN_000829,1,159
STRAIN_000830,1,160
STRAIN_000838,1,161
STRAIN_000841,1,162
STRAIN_000842,1,163
STRAIN_000843,1,164
STRAIN_000844,1,165
STRAIN_000846,1,166
STRAIN_000848,1,167
STRAIN_000849,1,168
STRAIN_000850,1,169
STRAIN_000854,1,170
STRAIN_000857,1,171
STRAIN_000859,1,172
STRAIN_000862,1,173
STRAIN_000864,1,174
STRAIN_000865,1,175
STRAIN_000868,1,176
STRAIN_000877,1,177
STRAIN_000882,1,178
STRAIN_000883,1,179
STRAIN_000884,1,180
STRAIN_000887,1,181
STRAIN_000888,1,182
STRAIN_000897,1,183
STRAIN_000898,1,184
STRAIN_000899,1,185
STRAIN_000902,1,186
STRAIN_000906,1,187
STRAIN_000909,1,188
STRAIN_000913,1,189
STRAIN_000920,1,190
STRAIN_000924,1,191
STRAIN_000927,1,192
STRAIN_000928,1,193
STRAIN_000932,1,194
STRAIN_000935,1,195
