strain_entity_id,outer_fold,embedding_row
STRAIN_000015,5,0
STRAIN_000017,5,1
STRAIN_000028,5,2
STRAIN_000029,5,3
STRAIN_000033,5,4
STRAIN_000044,5,5
STRAIN_000063,5,6
STRAIN_000071,5,7
STRAIN_000072,5,8
STRAIN_000075,5,9
STRAIN_000083,5,10
STRAIN_000086,5,11
STRAIN_000102,5,12
STRAIN_000104,5,13
STRAIN_000107,5,14
STRAIN_000108,5,15
STRAIN_000110,5,16
STRAIN_000113,5,17
STRAIN_000116,5,18
STRAIN_000120,5,19
STRAIN_000128,5,20
STRAIN_000129,5,21
STRAIN_000141,5,22
STRAIN_000146,5,23
STRAIN_000158,5,24
STRAIN_000160,5,25
STRAIN_000165,5,26
STRAIN_000166,5,27
STRAIN_000170,5,28
STRAIN_000171,5,29
STRAIN_000172,5,30
STRAIN_000173,5,31
STRAIN_000174,5,32
STRAIN_000177,5,33
STRAIN_000180,5,34
STRAIN_000185,5,35
STRAIN_000186,5,36
STRAIN_000210,5,37
STRAIN_000212,5,38
STRAIN_000225,5,39
STRAIN_000231,5,40
STRAIN_000235,5,41
STRAIN_000237,5,42
STRAIN_000240,5,43
STRAIN_000242,5,44
STRAIN_000244,5,45
STRAIN_000251,5,46
STRAIN_000253,5,47
STRAIN_000257,5,48
STRAIN_000259,5,49
STRAIN_000261,5,50
STRAIN_000266,5,51
STRAIN_000284,5,52
STRAIN_000285,5,53
STRAIN_000287,5,54
STRAIN_000290,5,55
STRAIN_000300,5,56
STRAIN_000314,5,57
STRAIN_000327,5,58
STRAIN_000333,5,59
STRAIN_000341,5,60
STRAIN_000342,5,61
STRAIN_000370,5,62
STRAIN_000377,5,63
STRAIN_000381,5,64
STRAIN_000388,5,65
STRAIN_000395,5,66
STRAIN_000398,5,67
STRAIN_000403,5,68
STRAIN_000406,5,69
STRAIN_000412,5,70
STRAIN_000414,5,71
STRAIN_000423,5,72
STRAIN_000426,5,73
STRAIN_000429,5,74
STRAIN_000439,5,75
STRAIN_000443,5,76
STRAIN_000444,5,77
STRAIN_000456,5,78
STRAIN_000475,5,79
STRAIN_000476,5,80
STRAIN_000481,5,81
STRAIN_000482,5,82
STRAIN_000485,5,83
STRAIN_000486,5,84
STRAIN_000487,5,85
STRAIN_000488,5,86
STRAIN_000489,5,87
STRAIN_000493,5,88
STRAIN_000495,5,89
STRAIN_000499,5,90
STRAIN_000502,5,91
STRAIN_000505,5,92
STRAIN_000515,5,93
STRAIN_000517,5,94
STRAIN_000518,5,95
STRAIN_000519,5,96
STRAIN_000538,5,97
STRAIN_000549,5,98
STRAIN_000552,5,99
STRAIN_000556,5,100
STRAIN_000557,5,101
STRAIN_000563,5,102
STRAIN_000564,5,103
STRAIN_000566,5,104
STRAIN_000567,5,105
STRAIN_000569,5,106
STRAIN_000576,5,107
STRAIN_000589,5,108
STRAIN_000590,5,109
STRAIN_000592,5,110
STRAIN_000593,5,111
STRAIN_000595,5,112
STRAIN_000596,5,113
STRAIN_000601,5,114
STRAIN_000616,5,115
STRAIN_000624,5,116
STRAIN_000625,5,117
STRAIN_000628,5,118
STRAIN_000631,5,119
STRAIN_000645,5,120
STRAIN_000655,5,121
STRAIN_000659,5,122
STRAIN_000660,5,123
STRAIN_000670,5,124
STRAIN_000677,5,125
STRAIN_000678,5,126
STRAIN_000679,5,127
STRAIN_000680,5,128
STRAIN_000686,5,129
STRAIN_000693,5,130
STRAIN_000695,5,131
STRAIN_000707,5,132
STRAIN_000724,5,133
STRAIN_000725,5,134
STRAIN_000749,5,135
STRAIN_000751,5,136
STRAIN_000752,5,137
STRAIN_000756,5,138
STRAIN_000763,5,139
STRAIN_000765,5,140
STRAIN_000798,5,141
STRAIN_000808,5,142
STRAIN_000809,5,143
STRAIN_000810,5,144
STRAIN_000813,5,145
STRAIN_000822,5,146
STRAIN_000833,5,147
STRAIN_000835,5,148
STRAIN_000837,5,149
STRAIN_000852,5,150
STRAIN_000856,5,151
STRAIN_000863,5,152
STRAIN_000870,5,153
STRAIN_000871,5,154
STRAIN_000875,5,155
STRAIN_000880,5,156
STRAIN_000881,5,157
STRAIN_000885,5,158
STRAIN_000890,5,159
STRAIN_000891,5,160
STRAIN_000892,5,161
STRAIN_000895,5,162
STRAIN_000896,5,163
STRAIN_000905,5,164
STRAIN_000907,5,165
STRAIN_000911,5,166
STRAIN_000922,5,167
STRAIN_000931,5,168
STRAIN_000934,5,169
STRAIN_000936,5,170
STRAIN_000937,5,171
STRAIN_000941,5,172
STRAIN_000948,5,173
STRAIN_000952,5,174
STRAIN_000956,5,175
STRAIN_000967,5,176
STRAIN_000969,5,177
STRAIN_000979,5,178
STRAIN_000991,5,179
STRAIN_001011,5,180
STRAIN_001012,5,181
STRAIN_001013,5,182
STRAIN_001015,5,183
STRAIN_001023,5,184
STRAIN_001024,5,185
