strain_entity_id,outer_fold,embedding_row
STRAIN_000004,4,0
STRAIN_000005,4,1
STRAIN_000013,4,2
STRAIN_000014,4,3
STRAIN_000016,4,4
STRAIN_000017,4,5
STRAIN_000022,4,6
STRAIN_000028,4,7
STRAIN_000029,4,8
STRAIN_000030,4,9
STRAIN_000034,4,10
STRAIN_000035,4,11
STRAIN_000037,4,12
STRAIN_000048,4,13
STRAIN_000063,4,14
STRAIN_000071,4,15
STRAIN_000077,4,16
STRAIN_000080,4,17
STRAIN_000097,4,18
STRAIN_000098,4,19
STRAIN_000103,4,20
STRAIN_000104,4,21
STRAIN_000107,4,22
STRAIN_000120,4,23
STRAIN_000121,4,24
STRAIN_000122,4,25
STRAIN_000123,4,26
STRAIN_000129,4,27
STRAIN_000132,4,28
STRAIN_000154,4,29
STRAIN_000165,4,30
STRAIN_000166,4,31
STRAIN_000168,4,32
STRAIN_000173,4,33
STRAIN_000174,4,34
STRAIN_000181,4,35
STRAIN_000184,4,36
STRAIN_000185,4,37
STRAIN_000187,4,38
STRAIN_000189,4,39
STRAIN_000203,4,40
STRAIN_000219,4,41
STRAIN_000224,4,42
STRAIN_000228,4,43
STRAIN_000235,4,44
STRAIN_000236,4,45
STRAIN_000238,4,46
STRAIN_000240,4,47
STRAIN_000249,4,48
STRAIN_000250,4,49
STRAIN_000251,4,50
STRAIN_000257,4,51
STRAIN_000265,4,52
STRAIN_000266,4,53
STRAIN_000268,4,54
STRAIN_000269,4,55
STRAIN_000270,4,56
STRAIN_000283,4,57
STRAIN_000284,4,58
STRAIN_000285,4,59
STRAIN_000286,4,60
STRAIN_000288,4,61
STRAIN_000289,4,62
STRAIN_000307,4,63
STRAIN_000311,4,64
STRAIN_000314,4,65
STRAIN_000317,4,66
STRAIN_000327,4,67
STRAIN_000329,4,68
STRAIN_000334,4,69
STRAIN_000339,4,70
STRAIN_000341,4,71
STRAIN_000343,4,72
STRAIN_000364,4,73
STRAIN_000370,4,74
STRAIN_000371,4,75
STRAIN_000381,4,76
STRAIN_000382,4,77
STRAIN_000393,4,78
STRAIN_000394,4,79
STRAIN_000395,4,80
STRAIN_000403,4,81
STRAIN_000406,4,82
STRAIN_000408,4,83
STRAIN_000412,4,84
STRAIN_000414,4,85
STRAIN_000417,4,86
STRAIN_000426,4,87
STRAIN_000430,4,88
STRAIN_000431,4,89
STRAIN_000444,4,90
STRAIN_000452,4,91
STRAIN_000456,4,92
STRAIN_000461,4,93
STRAIN_000462,4,94
STRAIN_000464,4,95
STRAIN_000477,4,96
STRAIN_000479,4,97
STRAIN_000481,4,98
STRAIN_000482,4,99
STRAIN_000486,4,100
STRAIN_000487,4,101
STRAIN_000493,4,102
STRAIN_000499,4,103
STRAIN_000500,4,104
STRAIN_000503,4,105
STRAIN_000504,4,106
STRAIN_000507,4,107
STRAIN_000510,4,108
STRAIN_000517,4,109
STRAIN_000518,4,110
STRAIN_000525,4,111
STRAIN_000527,4,112
STRAIN_000543,4,113
STRAIN_000556,4,114
STRAIN_000561,4,115
STRAIN_000572,4,116
STRAIN_000575,4,117
STRAIN_000584,4,118
STRAIN_000586,4,119
STRAIN_000589,4,120
STRAIN_000592,4,121
STRAIN_000593,4,122
STRAIN_000600,4,123
STRAIN_000601,4,124
STRAIN_000614,4,125
STRAIN_000622,4,126
STRAIN_000624,4,127
STRAIN_000625,4,128
STRAIN_000628,4,129
STRAIN_000636,4,130
STRAIN_000638,4,131
STRAIN_000641,4,132
STRAIN_000645,4,133
STRAIN_000655,4,134
STRAIN_000659,4,135
STRAIN_000666,4,136
STRAIN_000668,4,137
STRAIN_000677,4,138
STRAIN_000680,4,139
STRAIN_000687,4,140
STRAIN_000703,4,141
STRAIN_000707,4,142
STRAIN_000725,4,143
STRAIN_000732,4,144
STRAIN_000736,4,145
STRAIN_000738,4,146
STRAIN_000747,4,147
STRAIN_000748,4,148
STRAIN_000749,4,149
STRAIN_000764,4,150
STRAIN_000778,4,151
STRAIN_000779,4,152
STRAIN_000782,4,153
STRAIN_000784,4,154
STRAIN_000787,4,155
STRAIN_000809,4,156
STRAIN_000811,4,157
STRAIN_000813,4,158
STRAIN_000815,4,159
STRAIN_000819,4,160
STRAIN_000820,4,161
STRAIN_000821,4,162
STRAIN_000823,4,163
STRAIN_000826,4,164
STRAIN_000835,4,165
STRAIN_000837,4,166
STRAIN_000852,4,167
STRAIN_000875,4,168
STRAIN_000880,4,169
STRAIN_000885,4,170
STRAIN_000890,4,171
STRAIN_000892,4,172
STRAIN_000896,4,173
STRAIN_000906,4,174
STRAIN_000907,4,175
STRAIN_000911,4,176
STRAIN_000914,4,177
STRAIN_000915,4,178
STRAIN_000921,4,179
STRAIN_000922,4,180
STRAIN_000930,4,181
STRAIN_000931,4,182
STRAIN_000933,4,183
STRAIN_000934,4,184
STRAIN_000940,4,185
STRAIN_000944,4,186
STRAIN_000956,4,187
STRAIN_000988,4,188
STRAIN_000998,4,189
STRAIN_001016,4,190
STRAIN_001023,4,191
STRAIN_001024,4,192
