strain_entity_id,outer_fold,embedding_row
STRAIN_000006,5,0
STRAIN_000007,5,1
STRAIN_000008,5,2
STRAIN_000009,5,3
STRAIN_000010,5,4
STRAIN_000011,5,5
STRAIN_000018,5,6
STRAIN_000019,5,7
STRAIN_000020,5,8
STRAIN_000021,5,9
STRAIN_000023,5,10
STRAIN_000024,5,11
STRAIN_000036,5,12
STRAIN_000038,5,13
STRAIN_000039,5,14
STRAIN_000041,5,15
STRAIN_000042,5,16
STRAIN_000056,5,17
STRAIN_000057,5,18
STRAIN_000062,5,19
STRAIN_000064,5,20
STRAIN_000072,5,21
STRAIN_000079,5,22
STRAIN_000081,5,23
STRAIN_000086,5,24
STRAIN_000091,5,25
STRAIN_000092,5,26
STRAIN_000096,5,27
STRAIN_000102,5,28
STRAIN_000105,5,29
STRAIN_000111,5,30
STRAIN_000116,5,31
STRAIN_000117,5,32
STRAIN_000135,5,33
STRAIN_000146,5,34
STRAIN_000147,5,35
STRAIN_000148,5,36
STRAIN_000151,5,37
STRAIN_000157,5,38
STRAIN_000167,5,39
STRAIN_000169,5,40
STRAIN_000178,5,41
STRAIN_000180,5,42
STRAIN_000183,5,43
STRAIN_000193,5,44
STRAIN_000208,5,45
STRAIN_000209,5,46
STRAIN_000215,5,47
STRAIN_000217,5,48
STRAIN_000218,5,49
STRAIN_000221,5,50
STRAIN_000233,5,51
STRAIN_000241,5,52
STRAIN_000245,5,53
STRAIN_000252,5,54
STRAIN_000255,5,55
STRAIN_000261,5,56
STRAIN_000274,5,57
STRAIN_000281,5,58
STRAIN_000295,5,59
STRAIN_000297,5,60
STRAIN_000298,5,61
STRAIN_000299,5,62
STRAIN_000304,5,63
STRAIN_000323,5,64
STRAIN_000328,5,65
STRAIN_000332,5,66
STRAIN_000336,5,67
STRAIN_000346,5,68
STRAIN_000348,5,69
STRAIN_000349,5,70
STRAIN_000350,5,71
STRAIN_000357,5,72
STRAIN_000365,5,73
STRAIN_000368,5,74
STRAIN_000383,5,75
STRAIN_000401,5,76
STRAIN_000404,5,77
STRAIN_000405,5,78
STRAIN_000409,5,79
STRAIN_000420,5,80
STRAIN_000433,5,81
STRAIN_000436,5,82
STRAIN_000441,5,83
STRAIN_000443,5,84
STRAIN_000455,5,85
STRAIN_000460,5,86
STRAIN_000465,5,87
STRAIN_000467,5,88
STRAIN_000468,5,89
STRAIN_000469,5,90
STRAIN_000472,5,91
STRAIN_000492,5,92
STRAIN_000498,5,93
STRAIN_000509,5,94
STRAIN_000513,5,95
STRAIN_000520,5,96
STRAIN_000521,5,97
STRAIN_000522,5,98
STRAIN_000523,5,99
STRAIN_000526,5,100
STRAIN_000529,5,101
STRAIN_000534,5,102
STRAIN_000535,5,103
STRAIN_000538,5,104
STRAIN_000539,5,105
STRAIN_000540,5,106
STRAIN_000542,5,107
STRAIN_000545,5,108
STRAIN_000550,5,109
STRAIN_000559,5,110
STRAIN_000560,5,111
STRAIN_000567,5,112
STRAIN_000580,5,113
STRAIN_000588,5,114
STRAIN_000605,5,115
STRAIN_000607,5,116
STRAIN_000613,5,117
STRAIN_000617,5,118
STRAIN_000618,5,119
STRAIN_000619,5,120
STRAIN_000620,5,121
STRAIN_000621,5,122
STRAIN_000629,5,123
STRAIN_000630,5,124
STRAIN_000635,5,125
STRAIN_000650,5,126
STRAIN_000652,5,127
STRAIN_000663,5,128
STRAIN_000671,5,129
STRAIN_000672,5,130
STRAIN_000683,5,131
STRAIN_000688,5,132
STRAIN_000693,5,133
STRAIN_000697,5,134
STRAIN_000698,5,135
STRAIN_000699,5,136
STRAIN_000700,5,137
STRAIN_000706,5,138
STRAIN_000708,5,139
STRAIN_000709,5,140
STRAIN_000717,5,141
STRAIN_000721,5,142
STRAIN_000740,5,143
STRAIN_000751,5,144
STRAIN_000752,5,145
STRAIN_000754,5,146
STRAIN_000755,5,147
STRAIN_000757,5,148
STRAIN_000758,5,149
STRAIN_000769,5,150
STRAIN_000774,5,151
STRAIN_000777,5,152
STRAIN_000792,5,153
STRAIN_000795,5,154
STRAIN_000800,5,155
STRAIN_000807,5,156
STRAIN_000814,5,157
STRAIN_000824,5,158
STRAIN_000827,5,159
STRAIN_000831,5,160
STRAIN_000833,5,161
STRAIN_000842,5,162
STRAIN_000843,5,163
STRAIN_000844,5,164
STRAIN_000847,5,165
STRAIN_000848,5,166
STRAIN_000860,5,167
STRAIN_000870,5,168
STRAIN_000872,5,169
STRAIN_000879,5,170
STRAIN_000894,5,171
STRAIN_000897,5,172
STRAIN_000901,5,173
STRAIN_000908,5,174
STRAIN_000918,5,175
STRAIN_000925,5,176
STRAIN_000928,5,177
STRAIN_000932,5,178
STRAIN_000946,5,179
STRAIN_000950,5,180
STRAIN_000957,5,181
STRAIN_000958,5,182
STRAIN_000959,5,183
STRAIN_000980,5,184
STRAIN_000985,5,185
STRAIN_001005,5,186
STRAIN_001008,5,187
STRAIN_001014,5,188
STRAIN_001017,5,189
STRAIN_001018,5,190
STRAIN_001025,5,191
